n,trial,live_k,repr,output_k,reps,ok,cm_us,bitset_us,ratio,cudd_backend,cudd_is_cudd,cudd_status,cudd_ok,cudd_build_best_us,cudd_build_median_us,cudd_nodes,autoref_backend,autoref_is_cudd,autoref_status,autoref_ok,autoref_build_best_us,autoref_build_median_us,autoref_nodes
16,49,9,2,16,200,True,24.915109388530254,23.216705303639174,1.0731543973478812,dd.cudd,True,ok,True,18.68000254034996,22.104941308498383,15.5,dd.autoref,False,ok,True,188.1709322333336,220.82007490098476,15.5
16,50,7,2,16,200,True,18.73909030109644,17.587789334356785,1.065460243175113,dd.cudd,True,ok,True,9.059906005859375,10.255258530378342,14.0,dd.autoref,False,ok,True,95.52109986543655,104.90044951438904,14.0
16,51,4,2,16,200,True,15.3204845264554,14.953634236007929,1.0245325172902857,dd.cudd,True,ok,True,12.00009137392044,14.484860002994537,6.0,dd.autoref,False,ok,True,56.50008097290993,63.679879531264305,6.0
16,52,7,2,16,200,True,36.57923545688391,35.068930592387915,1.0430667499402968,dd.cudd,True,ok,True,11.119991540908813,13.290205970406532,5.0,dd.autoref,False,ok,True,93.57044473290443,112.7354335039854,5.0
16,53,8,2,16,200,True,23.47445348277688,21.848250180482864,1.07443174116281,dd.cudd,True,ok,True,15.51024615764618,17.490005120635033,12.5,dd.autoref,False,ok,True,135.8906738460064,161.99052333831787,12.5
16,54,6,2,16,200,True,29.83607118949294,28.20756519213319,1.0577329516485148,dd.cudd,True,ok,True,13.159587979316711,15.980098396539688,12.0,dd.autoref,False,ok,True,105.16121983528137,130.70995919406414,12.0
16,55,5,2,16,200,True,18.382291309535503,17.037291545420885,1.0789444590138575,dd.cudd,True,ok,True,11.109746992588043,12.914882972836494,8.0,dd.autoref,False,ok,True,66.39957427978516,85.92521771788597,8.0
16,56,3,2,16,200,True,15.877236146479847,21.65169920772314,0.7333020837836345,dd.cudd,True,ok,True,6.3301995396614075,7.61495903134346,4.0,dd.autoref,False,ok,True,30.749943107366562,39.460137486457825,4.0
16,57,11,2,16,40,True,65.75740408152342,63.95665695890784,1.0281557418451774,dd.cudd,True,ok,True,22.770371288061142,26.375753805041313,48.0,dd.autoref,False,ok,True,259.81059297919273,298.2448786497116,48.0
16,58,4,2,16,200,True,20.630150102078915,19.158744253218174,1.0768007458846673,dd.cudd,True,ok,True,6.639864295721054,8.07526521384716,6.0,dd.autoref,False,ok,True,41.87971353530884,56.34548142552376,6.0
16,59,4,2,16,200,True,15.848190523684027,21.35194605216384,0.7422363509614593,dd.cudd,True,ok,True,11.3598071038723,13.454817235469818,6.0,dd.autoref,False,ok,True,65.82029163837433,79.50025610625744,6.0
16,60,9,2,16,200,True,31.4672221429646,30.324666295200586,1.0376774417446712,dd.cudd,True,ok,True,17.51026138663292,19.37011256814003,28.5,dd.autoref,False,ok,True,180.97134307026863,216.09035320580006,28.5
16,61,4,2,16,200,True,16.658534295856953,15.235289465636015,1.093417642863376,dd.cudd,True,ok,True,10.420102626085281,11.91999763250351,6.0,dd.autoref,False,ok,True,50.51027983427048,61.88522092998028,6.0
16,62,5,2,16,200,True,17.7579908631742,23.270656820386648,0.7631065594855498,dd.cudd,True,ok,True,12.00009137392044,14.094868674874306,7.0,dd.autoref,False,ok,True,86.15991100668907,99.7898168861866,7.0
16,63,0,2,16,200,True,1.901055220514536,28.69776450097561,0.06624401773350351,dd.cudd,True,ok,True,11.269934475421906,12.980075553059578,1.0,dd.autoref,False,ok,True,63.4598545730114,74.8948659747839,1.0
16,64,6,2,16,200,True,26.81856043636799,37.91784169152379,0.7072807744319226,dd.cudd,True,ok,True,14.619901776313782,17.07999035716057,6.0,dd.autoref,False,ok,True,96.25032544136047,104.68019172549248,6.0
16,65,4,2,16,200,True,21.69350627809763,30.940524302423004,0.7011357036505931,dd.cudd,True,ok,True,11.850148439407349,14.754943549633026,5.0,dd.autoref,False,ok,True,60.98998710513115,73.63501936197281,5.0
